id,pic_id,age,male,college,orientation,friend_request,char_positivity,char_outgoing,char_open,char_friendly,char_discipline,char_social,char_economic,rating,face,nose,eyes,mouth,overall_feature,skin,hair,color,acne,glasses,double_eyelid,thick_eyebrow,thick_lip,face_shape,long_hair
325,7,24,1,3,1,2,3,2,3,3,4,4,4,4,2,4,2,3,2,2,2,healthy,1,1,1,1,1,square,0
325,8,24,1,3,1,4,4,3,4,4,3,4,4,8,4,4,4,4,4,4,3,healthy,0,0,1,0,0,square,0
325,9,24,1,3,1,2,3,2,3,3,2,3,3,4,3,4,3,2,3,3,2,black,1,0,0,1,1,square,1
325,10,24,1,3,1,3,3,3,3,3,5,4,4,7,4,4,3,3,4,4,5,fair,0,0,1,0,0,round,1
325,11,24,1,3,1,2,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
325,12,24,1,3,1,4,4,3,3,4,5,3,3,8,4,4,4,3,4,4,5,fair,0,0,1,0,0,long,0
326,7,27,1,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,healthy,1,1,1,1,1,square,0
326,8,27,1,3,1,2,3,3,3,3,3,2,2,6,3,3,3,3,4,3,3,healthy,0,0,1,0,0,square,0
326,9,27,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,black,1,0,0,1,1,square,1
326,10,27,1,3,1,2,3,4,5,2,3,3,3,6,3,2,3,3,3,4,3,fair,0,0,1,0,0,round,1
326,11,27,1,3,1,1,2,4,3,4,2,3,3,2,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
326,12,27,1,3,1,2,3,4,3,3,4,4,3,5,3,3,3,3,3,3,2,fair,0,0,1,0,0,long,0
327,7,20,0,3,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,1,1,healthy,1,1,1,1,1,square,0
327,8,20,0,3,1,3,4,4,4,4,3,3,3,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
327,9,20,0,3,1,1,3,4,4,3,3,2,3,3,3,4,3,2,2,4,1,black,1,0,0,1,1,square,1
327,10,20,0,3,1,3,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
327,11,20,0,3,1,3,5,5,5,5,3,3,3,7,4,3,3,3,3,4,3,healthy,0,0,1,0,1,round,1
327,12,20,0,3,1,3,4,4,4,4,5,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
328,1,19,0,2,1,4,4,2,3,2,4,4,4,8,4,4,4,4,4,4,5,black,0,0,1,0,0,long,1
328,2,19,0,2,1,1,4,3,2,2,5,4,5,6,3,4,2,3,2,4,1,healthy,0,1,0,1,0,square,0
328,3,19,0,2,1,3,4,5,4,4,2,3,4,7,4,4,3,4,4,4,3,healthy,0,0,0,0,0,square,0
328,4,19,0,2,1,2,2,4,4,3,3,3,3,7,4,3,2,3,3,4,2,fair,0,1,1,0,0,long,0
328,5,19,0,2,1,4,4,3,4,5,4,4,4,9,4,4,5,5,5,5,4,fair,0,0,1,0,0,round,1
328,6,19,0,2,1,1,3,5,3,4,4,2,2,6,4,4,2,3,2,4,3,healthy,0,0,0,0,0,long,1
329,7,22,0,7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,healthy,1,1,1,1,1,square,0
329,8,22,0,7,1,4,4,4,4,4,4,4,4,7,3,3,3,3,3,3,3,healthy,0,0,1,0,0,square,0
329,9,22,0,7,1,2,2,3,2,2,3,3,3,5,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
329,10,22,0,7,1,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
329,11,22,0,7,1,2,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
329,12,22,0,7,1,1,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,fair,0,0,1,0,0,long,0
330,7,21,0,7,1,1,2,3,3,3,2,2,2,3,3,3,2,1,2,2,2,healthy,1,1,1,1,1,square,0
330,8,21,0,7,1,3,3,2,2,3,3,2,3,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
330,9,21,0,7,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,black,1,0,0,1,1,square,1
330,10,21,0,7,1,1,3,3,3,3,3,3,3,8,3,3,4,3,4,4,4,fair,0,0,1,0,0,round,1
330,11,21,0,7,1,1,3,3,2,2,3,2,2,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
330,12,21,0,7,1,3,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
331,7,23,1,9,1,1,3,2,2,3,4,3,4,5,2,2,3,3,2,1,2,healthy,1,1,1,1,1,square,0
331,8,23,1,9,1,4,4,4,4,2,2,4,4,8,4,4,3,4,4,4,4,healthy,0,0,1,0,0,square,0
331,9,23,1,9,1,2,3,2,2,3,3,3,3,7,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
331,10,23,1,9,1,4,4,4,4,3,3,4,4,6,3,4,4,4,4,3,3,fair,0,0,1,0,0,round,1
331,11,23,1,9,1,3,5,5,4,4,4,4,4,6,3,3,2,2,3,3,3,healthy,0,0,1,0,1,round,1
331,12,23,1,9,1,2,4,4,4,1,2,4,4,7,4,4,4,4,4,4,2,fair,0,0,1,0,0,long,0
332,1,22,1,3,1,3,3,3,4,4,3,3,3,7,4,3,4,2,4,3,4,black,0,0,1,0,0,long,1
332,2,22,1,3,1,2,5,4,4,4,4,4,4,5,3,3,4,5,3,4,3,healthy,0,1,0,1,0,square,0
332,3,22,1,3,1,3,4,4,4,5,3,4,4,9,4,5,5,3,5,4,5,healthy,0,0,0,0,0,square,0
332,4,22,1,3,1,3,2,2,4,3,3,3,3,6,3,4,3,4,3,4,3,fair,0,1,1,0,0,long,0
332,5,22,1,3,1,3,4,4,3,2,4,4,4,8,2,3,5,3,4,4,4,fair,0,0,1,0,0,round,1
332,6,22,1,3,1,2,2,4,4,3,3,3,3,5,2,2,4,3,3,4,2,healthy,0,0,0,0,0,long,1
333,7,23,0,5,3,1,2,2,2,2,2,2,3,4,3,2,3,3,2,3,3,healthy,1,1,1,1,1,square,0
333,8,23,0,5,3,2,3,3,3,3,3,3,3,7,3,4,4,3,4,4,4,healthy,0,0,1,0,0,square,0
333,9,23,0,5,3,1,2,3,3,2,3,3,3,5,4,3,4,2,2,4,2,black,1,0,0,1,1,square,1
333,10,23,0,5,3,4,3,3,3,4,4,3,3,8,4,4,4,4,5,5,4,fair,0,0,1,0,0,round,1
333,11,23,0,5,3,1,3,3,2,3,3,3,3,6,4,3,3,3,3,4,2,healthy,0,0,1,0,1,round,1
333,12,23,0,5,3,2,2,3,3,2,3,3,3,7,3,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
334,7,21,0,5,1,2,3,3,4,3,3,3,4,5,3,3,3,3,3,2,2,healthy,1,1,1,1,1,square,0
334,8,21,0,5,1,4,5,3,4,5,3,4,4,9,4,5,4,4,5,5,4,healthy,0,0,1,0,0,square,0
334,9,21,0,5,1,2,2,2,3,2,3,3,3,6,4,4,3,3,3,3,2,black,1,0,0,1,1,square,1
334,10,21,0,5,1,3,5,5,4,5,3,4,4,8,3,5,5,4,4,5,4,fair,0,0,1,0,0,round,1
334,11,21,0,5,1,2,4,5,5,5,2,3,3,5,3,4,3,3,3,4,3,healthy,0,0,1,0,1,round,1
334,12,21,0,5,1,4,5,4,4,4,3,4,4,8,4,5,5,4,4,5,5,fair,0,0,1,0,0,long,0
335,1,21,0,5,1,2,2,3,4,2,2,3,4,5,4,3,4,2,4,3,2,black,0,0,1,0,0,long,1
335,2,21,0,5,1,1,3,3,2,2,4,3,3,2,2,2,2,3,2,4,1,healthy,0,1,0,1,0,square,0
335,3,21,0,5,1,3,4,4,3,4,4,4,4,6,3,3,3,2,4,4,4,healthy,0,0,0,0,0,square,0
335,4,21,0,5,1,2,4,4,4,4,4,3,3,5,3,2,2,2,3,4,3,fair,0,1,1,0,0,long,0
335,5,21,0,5,1,3,4,3,4,4,3,4,4,7,3,4,4,3,4,4,4,fair,0,0,1,0,0,round,1
335,6,21,0,5,1,1,3,3,3,2,3,3,3,4,3,3,2,2,3,4,3,healthy,0,0,0,0,0,long,1
336,1,22,0,6,1,2,2,2,2,2,2,2,2,3,3,2,4,2,3,2,3,black,0,0,1,0,0,long,1
336,2,22,0,6,1,2,2,3,3,3,2,3,3,3,3,2,2,3,3,4,1,healthy,0,1,0,1,0,square,0
336,3,22,0,6,1,3,3,2,3,3,3,3,3,7,4,4,4,4,4,4,3,healthy,0,0,0,0,0,square,0
336,4,22,0,6,1,2,2,2,2,2,3,3,3,5,2,2,2,3,3,4,4,fair,0,1,1,0,0,long,0
336,5,22,0,6,1,3,3,3,3,3,2,3,3,6,3,3,4,3,4,4,4,fair,0,0,1,0,0,round,1
336,6,22,0,6,1,3,3,3,3,3,3,3,3,6,4,4,2,3,3,3,4,healthy,0,0,0,0,0,long,1
337,7,21,0,3,1,1,3,2,2,2,4,3,3,5,4,3,2,3,3,2,3,healthy,1,1,1,1,1,square,0
337,8,21,0,3,1,3,4,4,3,5,2,3,3,7,4,5,4,3,4,4,4,healthy,0,0,1,0,0,square,0
337,9,21,0,3,1,1,2,2,2,2,2,3,4,4,3,2,2,3,2,4,1,black,1,0,0,1,1,square,1
337,10,21,0,3,1,2,5,5,3,5,4,4,3,7,4,4,5,3,4,4,3,fair,0,0,1,0,0,round,1
337,11,21,0,3,1,2,5,5,5,5,3,3,3,6,3,3,3,3,3,4,3,healthy,0,0,1,0,1,round,1
337,12,21,0,3,1,3,5,5,3,4,4,5,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
338,7,21,0,7,3,2,3,2,1,4,4,4,4,4,4,2,3,2,3,3,4,healthy,1,1,1,1,1,square,0
338,8,21,0,7,3,3,4,5,5,3,2,4,3,8,4,3,4,4,4,5,5,healthy,0,0,1,0,0,square,0
338,9,21,0,7,3,2,3,4,5,2,2,4,3,5,4,4,2,3,3,4,2,black,1,0,0,1,1,square,1
338,10,21,0,7,3,4,4,3,3,4,4,5,5,10,3,4,5,5,5,4,4,fair,0,0,1,0,0,round,1
338,11,21,0,7,3,3,4,4,4,5,3,4,3,6,3,3,4,3,4,5,3,healthy,0,0,1,0,1,round,1
338,12,21,0,7,3,4,4,4,3,3,5,5,5,8,3,4,5,4,4,4,4,fair,0,0,1,0,0,long,0
339,7,21,1,1,1,3,2,2,2,3,2,3,3,4,3,3,2,3,3,2,1,healthy,1,1,1,1,1,square,0
339,8,21,1,1,1,3,4,3,3,3,4,4,4,6,3,4,3,4,3,3,3,healthy,0,0,1,0,0,square,0
339,9,21,1,1,1,3,2,2,3,3,4,4,4,6,3,4,3,3,3,4,3,black,1,0,0,1,1,square,1
339,10,21,1,1,1,3,4,4,4,4,3,4,4,6,3,3,3,3,3,4,3,fair,0,0,1,0,0,round,1
339,11,21,1,1,1,2,4,4,4,4,4,3,3,5,3,3,3,2,3,3,2,healthy,0,0,1,0,1,round,1
339,12,21,1,1,1,4,4,4,4,4,4,4,4,7,4,4,3,4,4,4,4,fair,0,0,1,0,0,long,0
340,7,20,0,7,1,2,4,3,3,4,4,3,4,5,3,3,3,2,3,1,4,healthy,1,1,1,1,1,square,0
340,8,20,0,7,1,3,5,4,4,4,3,3,4,9,5,4,3,4,4,5,5,healthy,0,0,1,0,0,square,0
340,9,20,0,7,1,1,2,3,3,4,2,3,3,3,3,4,1,2,2,3,3,black,1,0,0,1,1,square,1
340,10,20,0,7,1,3,5,5,3,4,4,4,5,8,4,4,3,4,4,4,4,fair,0,0,1,0,0,round,1
340,11,20,0,7,1,3,4,4,5,4,4,3,3,7,5,4,3,3,4,4,5,healthy,0,0,1,0,1,round,1
340,12,20,0,7,1,3,4,3,4,3,5,5,4,8,3,3,5,4,4,5,3,fair,0,0,1,0,0,long,0
341,7,23,1,3,1,1,3,1,1,4,3,3,3,3,3,2,2,1,2,2,4,healthy,1,1,1,1,1,square,0
341,8,23,1,3,1,3,5,5,5,5,5,3,3,8,5,5,5,5,5,5,5,healthy,0,0,1,0,0,square,0
341,9,23,1,3,1,1,1,4,3,2,3,2,2,6,4,2,4,2,2,3,1,black,1,0,0,1,1,square,1
341,10,23,1,3,1,4,5,5,5,5,5,4,4,9,5,5,5,5,5,5,5,fair,0,0,1,0,0,round,1
341,11,23,1,3,1,1,5,5,3,5,3,3,2,6,2,2,2,2,2,4,2,healthy,0,0,1,0,1,round,1
341,12,23,1,3,1,3,5,5,4,5,4,4,4,7,4,5,5,5,4,4,4,fair,0,0,1,0,0,long,0
342,1,20,0,7,1,1,3,2,2,2,2,2,2,6,3,4,3,3,3,2,2,black,0,0,1,0,0,long,1
342,2,20,0,7,1,1,3,3,3,3,2,2,2,5,2,4,2,3,3,2,2,healthy,0,1,0,1,0,square,0
342,3,20,0,7,1,1,2,2,3,2,2,3,3,5,3,3,3,3,3,3,2,healthy,0,0,0,0,0,square,0
342,4,20,0,7,1,1,3,2,3,2,4,3,3,7,3,3,3,3,4,4,4,fair,0,1,1,0,0,long,0
342,5,20,0,7,1,2,3,2,2,2,3,3,3,8,4,4,4,3,4,4,4,fair,0,0,1,0,0,round,1
342,6,20,0,7,1,1,2,2,2,2,2,2,2,6,3,3,3,2,3,3,3,healthy,0,0,0,0,0,long,1
343,1,22,0,7,1,1,2,3,4,3,4,3,3,6,4,3,4,4,4,4,3,black,0,0,1,0,0,long,1
343,2,22,0,7,1,2,4,5,4,3,3,4,5,6,3,3,3,3,3,3,2,healthy,0,1,0,1,0,square,0
343,3,22,0,7,1,3,4,4,3,4,5,5,5,8,4,4,4,3,4,3,4,healthy,0,0,0,0,0,square,0
343,4,22,0,7,1,3,4,3,4,4,4,3,4,7,4,3,4,5,4,5,4,fair,0,1,1,0,0,long,0
343,5,22,0,7,1,4,4,5,4,4,4,5,5,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
343,6,22,0,7,1,2,4,3,3,4,3,4,4,6,3,4,3,4,3,3,3,healthy,0,0,0,0,0,long,1
344,7,22,0,1,5,1,2,2,2,4,4,4,4,2,4,4,2,3,2,2,4,healthy,1,1,1,1,1,square,0
344,8,22,0,1,5,4,5,5,5,5,5,5,5,7,4,5,4,4,4,5,3,healthy,0,0,1,0,0,square,0
344,9,22,0,1,5,3,4,2,2,1,2,3,4,6,3,5,3,2,4,4,2,black,1,0,0,1,1,square,1
344,10,22,0,1,5,3,4,4,4,5,5,4,4,6,3,4,4,4,4,4,2,fair,0,0,1,0,0,round,1
344,11,22,0,1,5,4,5,5,5,3,2,3,3,8,5,5,5,3,5,5,5,healthy,0,0,1,0,1,round,1
344,12,22,0,1,5,3,5,5,4,4,5,5,5,8,5,5,5,5,5,5,2,fair,0,0,1,0,0,long,0
345,1,23,0,6,1,2,4,2,4,3,3,4,3,6,3,3,4,2,3,3,3,black,0,0,1,0,0,long,1
345,2,23,0,6,1,1,4,5,3,4,4,4,4,3,2,2,2,4,2,4,1,healthy,0,1,0,1,0,square,0
345,3,23,0,6,1,3,2,4,4,3,3,4,3,7,4,3,3,3,4,4,4,healthy,0,0,0,0,0,square,0
345,4,23,0,6,1,1,2,2,3,4,3,3,3,4,4,2,2,3,2,4,4,fair,0,1,1,0,0,long,0
345,5,23,0,6,1,2,4,3,4,4,4,3,3,7,4,3,4,4,4,3,4,fair,0,0,1,0,0,round,1
345,6,23,0,6,1,1,2,4,4,2,3,3,3,5,3,3,3,3,3,4,3,healthy,0,0,0,0,0,long,1
346,1,20,0,B,1,2,3,4,5,4,2,4,4,7,4,3,4,4,4,3,2,black,0,0,1,0,0,long,1
346,2,20,0,B,1,2,4,4,4,5,4,4,3,6,3,2,4,3,3,4,3,healthy,0,1,0,1,0,square,0
346,3,20,0,B,1,3,5,4,3,5,5,5,5,8,4,4,3,3,3,3,4,healthy,0,0,0,0,0,square,0
346,4,20,0,B,1,2,4,3,2,4,5,3,3,7,4,3,4,5,4,4,4,fair,0,1,1,0,0,long,0
346,5,20,0,B,1,1,3,5,4,4,2,2,3,5,2,3,4,4,3,3,2,fair,0,0,1,0,0,round,1
346,6,20,0,B,1,1,4,5,4,5,3,4,3,6,3,3,2,4,3,3,4,healthy,0,0,0,0,0,long,1
347,1,20,1,3,1,3,3,4,4,3,2,4,4,7,3,4,4,3,4,3,2,black,0,0,1,0,0,long,1
347,2,20,1,3,1,2,3,3,5,2,4,5,4,4,3,4,2,3,2,3,1,healthy,0,1,0,1,0,square,0
347,3,20,1,3,1,4,5,3,3,5,2,4,4,8,4,4,4,3,5,4,4,healthy,0,0,0,0,0,square,0
347,4,20,1,3,1,2,2,2,2,2,5,3,4,3,3,2,4,2,2,2,4,fair,0,1,1,0,0,long,0
347,5,20,1,3,1,4,4,5,5,2,3,5,4,9,4,4,5,3,5,3,4,fair,0,0,1,0,0,round,1
347,6,20,1,3,1,2,3,3,1,2,4,3,2,5,3,2,3,3,3,3,3,healthy,0,0,0,0,0,long,1
348,1,21,0,2,1,3,3,4,3,3,3,3,4,8,4,4,4,4,5,4,5,black,0,0,1,0,0,long,1
348,2,21,0,2,1,2,3,2,3,4,4,3,4,6,4,3,4,4,3,4,2,healthy,0,1,0,1,0,square,0
348,3,21,0,2,1,1,3,5,5,5,4,4,5,7,4,4,4,2,4,4,5,healthy,0,0,0,0,0,square,0
348,4,21,0,2,1,1,4,4,5,4,4,3,4,6,3,3,3,4,4,4,3,fair,0,1,1,0,0,long,0
348,5,21,0,2,1,1,3,5,4,5,2,3,4,4,3,4,4,4,3,4,3,fair,0,0,1,0,0,round,1
348,6,21,0,2,1,2,3,4,4,5,4,5,4,7,3,4,4,3,4,4,4,healthy,0,0,0,0,0,long,1
349,1,22,0,B,3,2,4,3,3,3,4,4,3,7,4,4,4,3,4,4,3,black,0,0,1,0,0,long,1
349,2,22,0,B,3,2,4,4,3,2,4,4,4,5,3,3,3,4,3,4,3,healthy,0,1,0,1,0,square,0
349,3,22,0,B,3,2,4,4,3,4,4,4,4,6,4,4,4,3,4,3,3,healthy,0,0,0,0,0,square,0
349,4,22,0,B,3,2,4,4,4,4,3,3,3,7,4,3,3,4,4,4,4,fair,0,1,1,0,0,long,0
349,5,22,0,B,3,3,4,4,4,4,4,3,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
349,6,22,0,B,3,2,3,3,3,3,4,3,3,6,4,4,4,4,4,3,3,healthy,0,0,0,0,0,long,1
350,1,20,0,7,1,2,3,2,3,2,4,3,3,7,3,4,5,3,4,4,2,black,0,0,1,0,0,long,1
350,2,20,0,7,1,2,3,4,4,4,5,4,3,5,4,4,2,3,3,4,4,healthy,0,1,0,1,0,square,0
350,3,20,0,7,1,2,3,3,4,4,4,5,5,6,5,5,4,3,4,4,4,healthy,0,0,0,0,0,square,0
350,4,20,0,7,1,2,4,4,3,4,4,3,3,6,4,5,3,4,4,5,4,fair,0,1,1,0,0,long,0
350,5,20,0,7,1,2,5,4,4,4,5,4,4,7,5,4,3,4,4,4,4,fair,0,0,1,0,0,round,1
350,6,20,0,7,1,2,4,3,3,3,4,3,3,5,4,5,3,4,3,4,4,healthy,0,0,0,0,0,long,1
351,1,22,1,7,1,2,1,2,4,1,1,2,2,3,2,2,3,3,2,3,1,black,0,0,1,0,0,long,1
351,2,22,1,7,1,3,3,3,3,2,3,4,3,6,3,2,3,3,3,3,2,healthy,0,1,0,1,0,square,0
351,3,22,1,7,1,4,4,5,4,3,5,5,5,9,3,4,5,4,4,5,5,healthy,0,0,0,0,0,square,0
351,4,22,1,7,1,3,2,2,3,3,3,3,4,5,3,3,4,3,3,3,2,fair,0,1,1,0,0,long,0
351,5,22,1,7,1,4,5,5,5,3,4,4,5,8,4,3,4,4,4,4,5,fair,0,0,1,0,0,round,1
351,6,22,1,7,1,2,4,3,3,2,4,3,3,4,3,3,1,2,3,3,4,healthy,0,0,0,0,0,long,1
352,1,21,1,7,2,1,3,2,3,2,4,3,3,6,4,4,4,3,4,2,2,black,0,0,1,0,0,long,1
352,2,21,1,7,2,3,3,4,4,4,4,5,4,8,3,3,4,4,4,4,4,healthy,0,1,0,1,0,square,0
352,3,21,1,7,2,3,4,4,4,5,4,5,5,8,5,4,4,3,4,4,4,healthy,0,0,0,0,0,square,0
352,4,21,1,7,2,2,4,4,4,4,4,3,3,7,4,4,3,4,4,4,4,fair,0,1,1,0,0,long,0
352,5,21,1,7,2,3,4,5,4,4,5,5,5,8,4,4,4,4,4,4,5,fair,0,0,1,0,0,round,1
352,6,21,1,7,2,2,3,4,4,3,3,3,3,7,3,4,4,4,4,4,4,healthy,0,0,0,0,0,long,1
353,1,21,0,1,1,2,3,2,4,3,3,3,3,7,4,3,4,3,4,2,3,black,0,0,1,0,0,long,1
353,2,21,0,1,1,1,4,5,5,4,4,4,4,5,3,3,2,3,3,3,1,healthy,0,1,0,1,0,square,0
353,3,21,0,1,1,4,5,3,2,5,5,5,5,9,3,3,4,4,4,4,4,healthy,0,0,0,0,0,square,0
353,4,21,0,1,1,3,5,3,3,4,4,4,4,8,4,4,3,4,4,4,5,fair,0,1,1,0,0,long,0
353,5,21,0,1,1,3,3,2,3,3,3,3,3,7,3,3,4,4,4,4,3,fair,0,0,1,0,0,round,1
353,6,21,0,1,1,2,3,4,4,3,3,3,3,6,3,3,2,3,3,3,3,healthy,0,0,0,0,0,long,1
354,7,23,0,7,3,2,1,1,1,2,3,3,3,3,3,3,2,2,2,2,3,healthy,1,1,1,1,1,square,0
354,8,23,0,7,3,4,4,4,4,4,1,3,3,8,4,4,4,3,4,4,4,healthy,0,0,1,0,0,square,0
354,9,23,0,7,3,1,1,2,2,2,1,2,2,1,3,3,2,2,1,2,1,black,1,0,0,1,1,square,1
354,10,23,0,7,3,3,3,3,3,2,3,3,3,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
354,11,23,0,7,3,2,3,4,3,4,2,2,2,6,4,3,3,2,3,3,3,healthy,0,0,1,0,1,round,1
354,12,23,0,7,3,2,3,3,2,2,3,4,4,7,4,4,3,3,4,4,4,fair,0,0,1,0,0,long,0
355,7,22,0,1,1,1,3,3,3,3,4,4,4,4,3,2,3,2,3,3,3,healthy,1,1,1,1,1,square,0
355,8,22,0,1,1,3,5,5,5,5,3,3,3,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
355,9,22,0,1,1,1,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,black,1,0,0,1,1,square,1
355,10,22,0,1,1,3,5,5,5,5,3,3,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
355,11,22,0,1,1,3,5,5,5,5,3,3,3,6,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
355,12,22,0,1,1,2,5,5,5,5,5,5,5,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
356,7,23,1,7,1,3,2,2,2,2,3,2,3,4,3,3,2,2,3,2,3,healthy,1,1,1,1,1,square,0
356,8,23,1,7,1,2,5,4,4,5,3,3,3,9,5,5,5,5,5,5,5,healthy,0,0,1,0,0,square,0
356,9,23,1,7,1,3,3,5,5,3,3,3,3,7,4,4,4,4,4,4,2,black,1,0,0,1,1,square,1
356,10,23,1,7,1,2,5,5,3,3,3,3,3,9,5,5,5,5,5,5,5,fair,0,0,1,0,0,round,1
356,11,23,1,7,1,2,5,5,5,5,3,3,3,8,5,5,5,5,5,5,5,healthy,0,0,1,0,1,round,1
356,12,23,1,7,1,3,3,3,3,2,4,4,4,8,5,5,5,4,5,5,4,fair,0,0,1,0,0,long,0
357,7,21,1,3,3,1,2,5,5,2,1,2,4,3,2,3,4,2,2,1,2,healthy,1,1,1,1,1,square,0
357,8,21,1,3,3,4,2,3,4,4,2,2,3,8,2,4,4,2,4,5,5,healthy,0,0,1,0,0,square,0
357,9,21,1,3,3,1,1,5,5,2,3,3,3,2,4,4,2,1,2,2,1,black,1,0,0,1,1,square,1
357,10,21,1,3,3,3,4,3,2,2,5,4,4,6,3,4,3,3,4,5,4,fair,0,0,1,0,0,round,1
357,11,21,1,3,3,1,5,5,5,5,3,2,2,3,2,2,1,2,2,5,4,healthy,0,0,1,0,1,round,1
357,12,21,1,3,3,4,4,2,2,3,5,4,4,8,4,4,3,4,4,5,5,fair,0,0,1,0,0,long,0
358,7,21,1,5,1,2,2,2,2,2,3,3,3,3,2,3,2,1,2,2,3,healthy,1,1,1,1,1,square,0
358,8,21,1,5,1,3,4,4,4,4,3,4,4,9,4,3,4,3,4,4,4,healthy,0,0,1,0,0,square,0
358,9,21,1,5,1,1,3,2,2,1,2,3,3,2,2,4,1,1,2,2,2,black,1,0,0,1,1,square,1
358,10,21,1,5,1,3,4,5,4,5,4,4,4,8,4,3,4,4,4,4,3,fair,0,0,1,0,0,round,1
358,11,21,1,5,1,2,5,4,4,4,2,3,2,5,3,3,2,2,3,4,3,healthy,0,0,1,0,1,round,1
358,12,21,1,5,1,2,4,4,3,3,4,4,4,6,3,3,4,2,3,4,3,fair,0,0,1,0,0,long,0
359,1,24,0,3,1,1,3,4,4,2,2,3,3,4,3,3,4,3,4,3,2,black,0,0,1,0,0,long,1
359,2,24,0,3,1,2,4,2,3,4,4,3,4,6,4,4,3,3,4,3,3,healthy,0,1,0,1,0,square,0
359,3,24,0,3,1,2,3,3,2,2,4,4,4,5,2,3,2,2,2,3,4,healthy,0,0,0,0,0,square,0
359,4,24,0,3,1,1,3,3,2,3,2,3,3,4,3,3,2,2,3,3,3,fair,0,1,1,0,0,long,0
359,5,24,0,3,1,3,4,4,4,4,3,3,3,6,4,3,4,3,4,3,4,fair,0,0,1,0,0,round,1
359,6,24,0,3,1,3,4,4,4,4,3,4,3,6,3,3,4,3,4,3,4,healthy,0,0,0,0,0,long,1
360,1,20,0,3,5,2,2,2,4,2,2,2,3,6,4,4,3,3,3,4,3,black,0,0,1,0,0,long,1
360,2,20,0,3,5,1,3,2,2,4,4,3,4,5,2,2,2,3,2,5,3,healthy,0,1,0,1,0,square,0
360,3,20,0,3,5,1,4,5,5,3,2,3,3,6,4,3,2,2,3,5,4,healthy,0,0,0,0,0,square,0
360,4,20,0,3,5,2,4,3,2,2,3,3,3,5,3,1,3,5,3,4,5,fair,0,1,1,0,0,long,0
360,5,20,0,3,5,2,2,3,3,2,4,4,3,6,2,3,4,2,3,4,4,fair,0,0,1,0,0,round,1
360,6,20,0,3,5,1,3,4,2,2,3,2,2,4,2,4,2,4,2,5,2,healthy,0,0,0,0,0,long,1
361,7,22,0,3,1,2,4,3,3,2,4,4,4,4,3,3,3,3,3,2,3,healthy,1,1,1,1,1,square,0
361,8,22,0,3,1,3,4,4,4,4,2,3,3,9,5,5,4,5,5,5,4,healthy,0,0,1,0,0,square,0
361,9,22,0,3,1,1,3,2,2,2,2,3,3,3,5,5,3,2,2,4,2,black,1,0,0,1,1,square,1
361,10,22,0,3,1,3,5,4,4,5,5,4,4,9,5,4,5,5,5,5,4,fair,0,0,1,0,0,round,1
361,11,22,0,3,1,3,5,5,5,5,3,3,3,6,4,3,4,3,3,3,3,healthy,0,0,1,0,1,round,1
361,12,22,0,3,1,3,4,4,5,5,5,5,5,9,5,5,5,5,5,5,4,fair,0,0,1,0,0,long,0
362,7,21,1,3,1,2,3,4,4,3,3,4,4,4,3,4,3,2,3,2,3,healthy,1,1,1,1,1,square,0
362,8,21,1,3,1,2,4,3,3,4,3,4,4,7,3,3,3,3,3,4,4,healthy,0,0,1,0,0,square,0
362,9,21,1,3,1,1,3,2,3,2,3,3,3,5,2,3,2,3,3,3,3,black,1,0,0,1,1,square,1
362,10,21,1,3,1,2,4,4,3,4,4,4,4,5,3,3,2,2,3,4,4,fair,0,0,1,0,0,round,1
