id,pic_id,age,male,college,orientation,friend_request,char_positivity,char_outgoing,char_open,char_friendly,char_discipline,char_social,char_economic,rating,face,nose,eyes,mouth,overall_feature,skin,hair,color,acne,glasses,double_eyelid,thick_eyebrow,thick_lip,face_shape,long_hair
249,12,23,0,3,1,3,4,4,3,3,3,3,3,6,3,3,3,3,3,3,3,fair,0,0,1,0,0,long,0
250,1,21,0,8,3,2,3,5,4,4,5,3,3,6,4,3,3,4,3,4,4,black,0,0,1,0,0,long,1
250,2,21,0,8,3,1,5,3,2,3,4,3,4,4,3,3,2,3,2,4,2,healthy,0,1,0,1,0,square,0
250,3,21,0,8,3,2,4,3,3,5,4,4,4,7,4,3,4,3,3,4,2,healthy,0,0,0,0,0,square,0
250,4,21,0,8,3,2,4,2,4,3,4,3,3,7,3,3,3,3,4,4,3,fair,0,1,1,0,0,long,0
250,5,21,0,8,3,1,4,5,4,4,4,4,3,7,3,4,4,3,3,3,4,fair,0,0,1,0,0,round,1
250,6,21,0,8,3,1,4,3,4,4,5,3,4,6,4,4,3,3,4,3,3,healthy,0,0,0,0,0,long,1
251,1,24,1,3,1,3,3,2,3,3,4,4,4,6,3,3,3,3,3,3,3,black,0,0,1,0,0,long,1
251,2,24,1,3,1,2,4,5,4,3,3,4,4,5,3,3,3,3,3,5,3,healthy,0,1,0,1,0,square,0
251,3,24,1,3,1,3,4,3,3,4,4,5,5,8,4,4,4,3,4,4,4,healthy,0,0,0,0,0,square,0
251,4,24,1,3,1,1,4,4,4,4,4,3,3,4,2,3,2,3,2,3,3,fair,0,1,1,0,0,long,0
251,5,24,1,3,1,3,4,3,3,4,4,3,3,7,3,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
251,6,24,1,3,1,2,3,4,4,3,3,3,3,6,3,4,3,3,3,3,4,healthy,0,0,0,0,0,long,1
252,1,19,0,3,2,2,5,3,4,3,3,3,3,8,4,4,3,3,4,3,5,black,0,0,1,0,0,long,1
252,2,19,0,3,2,1,4,5,3,3,3,4,4,6,3,3,4,3,3,4,2,healthy,0,1,0,1,0,square,0
252,3,19,0,3,2,1,5,5,5,5,4,5,5,10,5,5,4,3,4,4,3,healthy,0,0,0,0,0,square,0
252,4,19,0,3,2,1,3,3,3,2,3,3,3,6,3,3,3,2,3,3,3,fair,0,1,1,0,0,long,0
252,5,19,0,3,2,3,5,4,4,3,3,4,4,9,5,4,4,3,3,3,4,fair,0,0,1,0,0,round,1
252,6,19,0,3,2,2,4,4,4,4,4,3,3,7,3,4,4,4,3,4,3,healthy,0,0,0,0,0,long,1
253,7,19,1,6,2,2,3,2,4,3,3,4,3,4,3,3,2,3,3,1,4,healthy,1,1,1,1,1,square,0
253,8,19,1,6,2,4,4,4,3,4,3,3,3,9,3,3,5,3,4,5,4,healthy,0,0,1,0,0,square,0
253,9,19,1,6,2,2,3,2,3,2,3,4,4,5,3,3,4,2,3,3,2,black,1,0,0,1,1,square,1
253,10,19,1,6,2,3,4,4,3,3,4,4,4,6,3,3,4,4,3,4,3,fair,0,0,1,0,0,round,1
253,11,19,1,6,2,2,4,5,3,4,3,3,3,5,3,3,2,2,3,3,3,healthy,0,0,1,0,1,round,1
253,12,19,1,6,2,3,4,3,2,3,4,5,5,7,3,3,5,4,3,3,4,fair,0,0,1,0,0,long,0
254,7,27,1,9,1,3,5,5,5,5,5,5,5,5,3,4,2,4,3,1,5,healthy,1,1,1,1,1,square,0
254,8,27,1,9,1,2,4,5,5,1,2,4,5,7,3,4,4,4,4,4,2,healthy,0,0,1,0,0,square,0
254,9,27,1,9,1,3,2,2,4,2,3,5,5,7,4,3,3,3,4,2,2,black,1,0,0,1,1,square,1
254,10,27,1,9,1,3,4,3,3,3,5,5,5,7,4,4,3,3,3,4,3,fair,0,0,1,0,0,round,1
254,11,27,1,9,1,3,2,5,5,2,1,5,5,4,3,4,2,2,3,3,2,healthy,0,0,1,0,1,round,1
254,12,27,1,9,1,3,2,4,2,2,4,5,5,9,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
255,7,21,0,6,1,1,3,2,3,3,2,3,3,3,3,2,1,1,2,1,2,healthy,1,1,1,1,1,square,0
255,8,21,0,6,1,2,3,3,3,3,3,3,3,8,3,3,3,3,4,4,4,healthy,0,0,1,0,0,square,0
255,9,21,0,6,1,1,3,3,3,2,3,3,3,5,3,2,2,2,2,4,2,black,1,0,0,1,1,square,1
255,10,21,0,6,1,2,3,3,3,3,3,3,3,7,3,3,3,4,3,4,3,fair,0,0,1,0,0,round,1
255,11,21,0,6,1,2,3,3,4,4,3,3,3,5,4,3,4,2,3,3,2,healthy,0,0,1,0,1,round,1
255,12,21,0,6,1,2,3,4,3,2,3,4,3,7,3,4,4,3,3,4,3,fair,0,0,1,0,0,long,0
256,7,24,0,1,1,1,2,2,3,3,3,3,4,4,3,3,3,2,2,3,3,healthy,1,1,1,1,1,square,0
256,8,24,0,1,1,3,4,4,4,4,2,3,3,8,4,4,4,4,4,5,3,healthy,0,0,1,0,0,square,0
256,9,24,0,1,1,1,2,3,4,2,2,3,3,4,3,3,2,2,2,3,2,black,1,0,0,1,1,square,1
256,10,24,0,1,1,3,4,5,4,5,3,4,4,8,4,4,5,4,4,4,4,fair,0,0,1,0,0,round,1
256,11,24,0,1,1,2,3,4,4,3,2,3,3,5,3,2,3,2,3,3,3,healthy,0,0,1,0,1,round,1
256,12,24,0,1,1,3,4,3,3,3,4,4,4,8,4,4,4,3,4,4,5,fair,0,0,1,0,0,long,0
257,7,19,1,5,1,2,2,3,3,2,2,2,2,5,3,2,2,1,2,2,3,healthy,1,1,1,1,1,square,0
257,8,19,1,5,1,3,4,4,3,4,3,3,3,8,4,4,4,4,4,4,5,healthy,0,0,1,0,0,square,0
257,9,19,1,5,1,1,2,3,4,2,2,3,3,5,2,2,3,2,2,2,1,black,1,0,0,1,1,square,1
257,10,19,1,5,1,3,4,4,3,2,4,4,4,6,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
257,11,19,1,5,1,2,4,5,3,3,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
257,12,19,1,5,1,3,4,4,4,4,4,3,3,6,4,4,4,3,4,4,4,fair,0,0,1,0,0,long,0
258,7,23,1,5,1,1,4,4,4,3,3,4,4,6,4,3,2,2,3,2,4,healthy,1,1,1,1,1,square,0
258,8,23,1,5,1,2,5,4,4,5,3,4,4,8,4,5,5,4,5,5,5,healthy,0,0,1,0,0,square,0
258,9,23,1,5,1,1,2,2,3,3,4,3,3,5,2,2,3,3,3,2,2,black,1,0,0,1,1,square,1
258,10,23,1,5,1,1,4,4,3,3,5,4,4,7,4,3,4,3,3,4,5,fair,0,0,1,0,0,round,1
258,11,23,1,5,1,1,4,4,3,5,4,4,3,6,3,2,3,3,3,2,3,healthy,0,0,1,0,1,round,1
258,12,23,1,5,1,3,4,5,4,5,4,4,4,9,4,4,5,4,5,5,5,fair,0,0,1,0,0,long,0
259,1,23,1,B,1,3,3,3,3,2,3,3,3,8,4,4,3,3,4,3,4,black,0,0,1,0,0,long,1
259,2,23,1,B,1,2,3,3,3,2,3,4,4,6,3,4,3,3,3,3,2,healthy,0,1,0,1,0,square,0
259,3,23,1,B,1,3,4,3,3,4,3,5,5,8,4,4,4,4,4,3,4,healthy,0,0,0,0,0,square,0
259,4,23,1,B,1,3,3,3,3,3,3,3,3,7,4,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
259,5,23,1,B,1,3,4,3,3,4,3,3,3,9,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
259,6,23,1,B,1,3,4,4,3,4,3,4,3,7,3,3,3,4,3,3,3,healthy,0,0,0,0,0,long,1
260,7,22,1,3,1,1,3,2,3,3,4,3,3,4,3,4,2,2,3,3,2,healthy,1,1,1,1,1,square,0
260,8,22,1,3,1,2,4,4,3,4,3,3,3,6,2,4,2,4,4,4,4,healthy,0,0,1,0,0,square,0
260,9,22,1,3,1,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,black,1,0,0,1,1,square,1
260,10,22,1,3,1,4,4,4,3,4,4,3,3,6,3,4,4,3,3,3,3,fair,0,0,1,0,0,round,1
260,11,22,1,3,1,2,4,4,4,4,3,3,3,4,4,3,2,2,3,3,3,healthy,0,0,1,0,1,round,1
260,12,22,1,3,1,4,4,4,4,4,3,3,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
261,1,21,1,3,1,3,3,3,3,3,3,2,2,6,4,3,4,4,4,3,2,black,0,0,1,0,0,long,1
261,2,21,1,3,1,2,3,3,2,3,4,3,3,4,3,3,3,3,2,3,1,healthy,0,1,0,1,0,square,0
261,3,21,1,3,1,3,3,3,2,4,4,3,3,7,3,4,3,3,4,4,5,healthy,0,0,0,0,0,square,0
261,4,21,1,3,1,2,3,2,2,3,4,2,2,5,3,3,3,4,3,4,3,fair,0,1,1,0,0,long,0
261,5,21,1,3,1,2,2,2,2,2,4,3,3,6,3,3,3,3,3,4,2,fair,0,0,1,0,0,round,1
261,6,21,1,3,1,2,2,2,2,3,3,2,2,5,3,3,3,3,3,3,2,healthy,0,0,0,0,0,long,1
262,1,21,0,3,5,4,4,3,3,3,4,3,3,8,4,4,5,4,4,4,4,black,0,0,1,0,0,long,1
262,2,21,0,3,5,2,3,4,4,4,4,4,4,6,3,3,3,3,3,4,3,healthy,0,1,0,1,0,square,0
262,3,21,0,3,5,3,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,healthy,0,0,0,0,0,square,0
262,4,21,0,3,5,3,4,4,4,4,3,3,4,9,4,4,4,5,5,5,5,fair,0,1,1,0,0,long,0
262,5,21,0,3,5,3,3,3,3,3,4,4,4,8,3,3,4,3,4,4,3,fair,0,0,1,0,0,round,1
262,6,21,0,3,5,3,4,3,3,3,3,3,3,6,3,3,3,3,3,4,3,healthy,0,0,0,0,0,long,1
263,7,20,0,6,1,2,4,5,3,3,2,3,3,5,3,2,2,2,2,1,4,healthy,1,1,1,1,1,square,0
263,8,20,0,6,1,3,4,4,3,4,4,3,4,8,4,4,3,4,4,4,4,healthy,0,0,1,0,0,square,0
263,9,20,0,6,1,2,2,3,3,2,3,4,3,6,4,2,2,2,2,4,2,black,1,0,0,1,1,square,1
263,10,20,0,6,1,2,4,4,4,4,4,4,4,7,3,4,2,4,3,4,4,fair,0,0,1,0,0,round,1
263,11,20,0,6,1,2,4,4,4,4,3,3,3,5,4,2,2,2,2,2,4,healthy,0,0,1,0,1,round,1
263,12,20,0,6,1,2,4,4,4,4,5,5,5,8,4,4,4,4,4,4,3,fair,0,0,1,0,0,long,0
264,7,22,0,A,1,1,2,3,3,2,4,3,3,3,3,2,2,2,2,1,3,healthy,1,1,1,1,1,square,0
264,8,22,0,A,1,2,5,4,4,4,3,3,3,8,4,4,5,4,4,5,5,healthy,0,0,1,0,0,square,0
264,9,22,0,A,1,1,2,2,1,2,2,2,2,3,2,1,2,2,2,1,2,black,1,0,0,1,1,square,1
264,10,22,0,A,1,3,5,4,4,4,5,4,4,7,4,4,5,4,4,5,4,fair,0,0,1,0,0,round,1
264,11,22,0,A,1,3,4,4,4,4,5,4,4,6,4,3,3,4,3,4,4,healthy,0,0,1,0,1,round,1
264,12,22,0,A,1,3,4,4,5,5,4,4,4,9,4,4,5,4,4,4,5,fair,0,0,1,0,0,long,0
265,1,24,0,1,1,4,5,4,4,4,3,3,3,9,5,5,5,4,5,4,4,black,0,0,1,0,0,long,1
265,2,24,0,1,1,2,4,4,3,4,3,3,4,6,3,4,3,3,3,4,3,healthy,0,1,0,1,0,square,0
265,3,24,0,1,1,4,4,4,5,5,4,4,4,8,4,5,4,4,4,5,4,healthy,0,0,0,0,0,square,0
265,4,24,0,1,1,3,4,4,4,4,5,4,4,8,4,4,4,4,4,4,4,fair,0,1,1,0,0,long,0
265,5,24,0,1,1,4,5,5,4,4,5,5,4,9,5,4,4,4,5,4,4,fair,0,0,1,0,0,round,1
265,6,24,0,1,1,3,4,4,4,3,4,3,3,7,4,4,4,4,4,4,3,healthy,0,0,0,0,0,long,1
266,7,30,0,3,3,1,2,2,1,2,2,3,3,3,2,1,2,2,1,1,2,healthy,1,1,1,1,1,square,0
266,8,30,0,3,3,4,4,4,4,5,5,4,4,9,5,4,4,5,5,5,4,healthy,0,0,1,0,0,square,0
266,9,30,0,3,3,2,2,2,2,2,2,2,2,4,3,2,2,3,2,2,2,black,1,0,0,1,1,square,1
266,10,30,0,3,3,2,3,4,3,3,4,4,4,6,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
266,11,30,0,3,3,2,3,4,3,4,3,2,2,6,3,3,2,2,3,3,2,healthy,0,0,1,0,1,round,1
266,12,30,0,3,3,4,4,4,4,4,4,4,4,8,4,4,4,5,4,4,4,fair,0,0,1,0,0,long,0
267,1,21,0,B,1,3,4,4,4,4,4,4,4,8,4,5,4,5,5,4,4,black,0,0,1,0,0,long,1
267,2,21,0,B,1,2,3,3,3,3,4,4,4,6,3,3,3,3,3,4,3,healthy,0,1,0,1,0,square,0
267,3,21,0,B,1,4,4,5,4,4,4,5,5,8,4,5,4,5,4,4,4,healthy,0,0,0,0,0,square,0
267,4,21,0,B,1,3,4,4,4,3,4,4,3,7,4,4,3,3,3,4,3,fair,0,1,1,0,0,long,0
267,5,21,0,B,1,4,5,5,4,5,5,4,5,9,4,5,4,4,4,4,5,fair,0,0,1,0,0,round,1
267,6,21,0,B,1,3,4,3,4,4,5,4,3,7,4,4,4,3,4,3,4,healthy,0,0,0,0,0,long,1
268,1,22,0,5,1,4,4,5,5,4,5,5,4,9,5,4,4,4,5,4,5,black,0,0,1,0,0,long,1
268,2,22,0,5,1,2,3,3,3,2,2,3,3,5,4,3,3,3,3,4,4,healthy,0,1,0,1,0,square,0
268,3,22,0,5,1,4,5,5,5,5,4,4,4,9,5,5,4,4,5,4,5,healthy,0,0,0,0,0,square,0
268,4,22,0,5,1,3,4,4,4,4,4,4,4,8,4,4,3,4,4,4,4,fair,0,1,1,0,0,long,0
268,5,22,0,5,1,4,5,5,5,5,4,4,5,9,4,5,4,4,5,5,5,fair,0,0,1,0,0,round,1
268,6,22,0,5,1,3,4,4,4,4,4,3,3,8,4,3,3,4,4,3,4,healthy,0,0,0,0,0,long,1
269,7,21,0,1,1,3,3,3,3,3,5,3,4,5,4,3,3,3,3,2,4,healthy,1,1,1,1,1,square,0
269,8,21,0,1,1,3,4,5,3,5,5,3,3,8,4,4,4,4,4,5,5,healthy,0,0,1,0,0,square,0
269,9,21,0,1,1,3,3,4,5,3,4,3,3,5,3,3,3,3,3,3,4,black,1,0,0,1,1,square,1
269,10,21,0,1,1,4,5,5,5,5,5,3,3,9,5,4,4,4,4,5,5,fair,0,0,1,0,0,round,1
269,11,21,0,1,1,4,4,4,3,2,3,2,2,8,4,4,4,4,5,4,4,healthy,0,0,1,0,1,round,1
269,12,21,0,1,1,4,4,3,3,3,4,3,3,9,5,5,5,5,5,4,4,fair,0,0,1,0,0,long,0
270,7,21,1,9,1,1,2,3,2,2,3,4,4,3,2,3,1,1,2,1,2,healthy,1,1,1,1,1,square,0
270,8,21,1,9,1,2,4,4,4,4,3,4,4,7,3,3,3,3,4,4,4,healthy,0,0,1,0,0,square,0
270,9,21,1,9,1,1,2,3,3,3,3,3,3,5,3,3,2,3,3,3,3,black,1,0,0,1,1,square,1
270,10,21,1,9,1,2,3,3,3,3,3,3,3,5,3,3,2,3,3,4,3,fair,0,0,1,0,0,round,1
270,11,21,1,9,1,1,4,4,4,4,3,3,3,5,2,3,2,2,3,3,2,healthy,0,0,1,0,1,round,1
270,12,21,1,9,1,2,4,4,3,4,4,4,4,6,3,3,3,3,3,4,3,fair,0,0,1,0,0,long,0
271,1,21,0,7,1,1,2,4,4,2,3,3,3,5,4,4,4,4,4,4,1,black,0,0,1,0,0,long,1
271,2,21,0,7,1,1,2,4,4,2,3,3,3,3,3,2,2,3,3,3,3,healthy,0,1,0,1,0,square,0
271,3,21,0,7,1,1,3,3,3,4,4,4,4,4,3,4,2,3,3,3,3,healthy,0,0,0,0,0,square,0
271,4,21,0,7,1,1,3,2,4,2,3,2,2,4,3,3,2,4,3,4,4,fair,0,1,1,0,0,long,0
271,5,21,0,7,1,2,3,4,4,2,4,4,4,6,4,3,4,4,4,4,3,fair,0,0,1,0,0,round,1
271,6,21,0,7,1,1,2,2,4,2,4,3,3,4,3,3,2,3,3,4,3,healthy,0,0,0,0,0,long,1
272,1,20,0,6,4,3,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,black,0,0,1,0,0,long,1
272,2,20,0,6,4,2,3,3,2,2,2,2,2,4,3,3,3,3,2,3,3,healthy,0,1,0,1,0,square,0
272,3,20,0,6,4,2,2,2,3,3,3,3,3,5,3,3,3,3,2,3,3,healthy,0,0,0,0,0,square,0
272,4,20,0,6,4,1,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,fair,0,1,1,0,0,long,0
272,5,20,0,6,4,2,3,3,3,3,3,3,3,5,3,3,3,4,3,3,4,fair,0,0,1,0,0,round,1
272,6,20,0,6,4,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,healthy,0,0,0,0,0,long,1
273,1,21,0,7,1,2,3,2,2,3,4,3,2,4,4,3,4,3,3,2,1,black,0,0,1,0,0,long,1
273,2,21,0,7,1,3,4,4,4,4,3,4,4,4,2,2,2,2,3,4,4,healthy,0,1,0,1,0,square,0
273,3,21,0,7,1,3,4,3,3,4,4,4,4,6,4,4,4,4,4,3,4,healthy,0,0,0,0,0,square,0
273,4,21,0,7,1,2,3,4,4,4,2,3,3,6,4,4,3,3,4,4,4,fair,0,1,1,0,0,long,0
273,5,21,0,7,1,2,4,3,3,3,4,3,3,6,4,4,4,4,4,3,4,fair,0,0,1,0,0,round,1
273,6,21,0,7,1,1,2,4,4,4,2,2,2,3,4,4,2,2,3,4,4,healthy,0,0,0,0,0,long,1
274,7,20,1,9,1,3,3,4,4,3,2,2,2,5,2,3,2,3,3,4,3,healthy,1,1,1,1,1,square,0
274,8,20,1,9,1,4,5,3,3,2,4,4,4,9,3,5,4,5,5,5,4,healthy,0,0,1,0,0,square,0
274,9,20,1,9,1,1,4,5,5,4,2,2,2,3,4,5,4,5,4,4,1,black,1,0,0,1,1,square,1
274,10,20,1,9,1,2,4,5,3,4,4,3,2,7,3,3,3,4,3,4,4,fair,0,0,1,0,0,round,1
274,11,20,1,9,1,1,3,5,5,5,1,2,2,2,2,2,2,3,2,3,2,healthy,0,0,1,0,1,round,1
274,12,20,1,9,1,2,4,4,2,5,5,3,3,6,2,3,4,4,4,4,3,fair,0,0,1,0,0,long,0
275,7,20,1,A,1,3,2,2,2,2,2,2,2,3,2,2,3,3,3,1,3,healthy,1,1,1,1,1,square,0
275,8,20,1,A,1,3,4,4,3,3,3,3,3,6,4,3,4,3,4,4,4,healthy,0,0,1,0,0,square,0
275,9,20,1,A,1,1,2,2,3,2,1,2,3,1,1,1,2,2,3,3,1,black,1,0,0,1,1,square,1
275,10,20,1,A,1,2,3,3,3,3,3,3,3,5,3,2,4,3,3,3,3,fair,0,0,1,0,0,round,1
275,11,20,1,A,1,1,5,5,3,3,3,3,3,4,3,3,2,2,3,1,1,healthy,0,0,1,0,1,round,1
275,12,20,1,A,1,2,4,4,3,3,3,4,4,5,4,3,4,3,3,3,3,fair,0,0,1,0,0,long,0
276,7,28,1,1,1,3,3,1,1,3,3,3,3,5,4,4,3,2,3,1,2,healthy,1,1,1,1,1,square,0
276,8,28,1,1,1,3,4,5,4,2,4,5,4,8,5,5,5,5,5,5,5,healthy,0,0,1,0,0,square,0
276,9,28,1,1,1,2,2,1,1,3,2,2,2,3,2,4,2,2,3,3,1,black,1,0,0,1,1,square,1
276,10,28,1,1,1,3,4,2,2,3,3,1,1,8,3,4,2,4,4,4,2,fair,0,0,1,0,0,round,1
276,11,28,1,1,1,3,4,4,1,3,4,3,3,6,3,4,3,4,3,4,2,healthy,0,0,1,0,1,round,1
276,12,28,1,1,1,3,4,5,2,2,5,3,2,7,3,4,2,4,4,4,3,fair,0,0,1,0,0,long,0
277,1,27,1,4,2,1,3,2,5,3,2,2,2,5,3,2,4,2,3,3,1,black,0,0,1,0,0,long,1
277,2,27,1,4,2,1,5,5,5,3,2,2,4,3,3,2,1,3,2,4,3,healthy,0,1,0,1,0,square,0
277,3,27,1,4,2,1,2,2,5,2,4,4,4,3,3,2,1,3,1,3,2,healthy,0,0,0,0,0,square,0
277,4,27,1,4,2,2,3,4,4,4,4,3,3,3,3,2,1,3,2,3,4,fair,0,1,1,0,0,long,0
277,5,27,1,4,2,2,3,4,4,2,3,3,4,5,3,3,3,4,4,4,4,fair,0,0,1,0,0,round,1
277,6,27,1,4,2,2,5,5,3,4,4,3,3,7,4,4,4,4,4,4,4,healthy,0,0,0,0,0,long,1
278,7,21,0,A,1,2,3,4,2,5,2,3,3,5,4,2,2,1,3,2,3,healthy,1,1,1,1,1,square,0
278,8,21,0,A,1,4,4,4,3,3,4,3,3,7,4,5,3,4,4,5,5,healthy,0,0,1,0,0,square,0
278,9,21,0,A,1,1,3,2,4,1,3,4,3,5,3,4,3,2,3,3,4,black,1,0,0,1,1,square,1
278,10,21,0,A,1,3,4,5,2,4,4,4,4,7,5,3,4,3,4,5,4,fair,0,0,1,0,0,round,1
278,11,21,0,A,1,3,5,5,4,4,3,3,3,6,4,3,3,3,4,4,4,healthy,0,0,1,0,1,round,1
278,12,21,0,A,1,3,5,4,3,4,4,3,3,7,5,4,4,4,4,4,5,fair,0,0,1,0,0,long,0
279,1,24,0,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,black,0,0,1,0,0,long,1
279,2,24,0,2,2,1,4,3,3,4,4,3,3,3,2,1,2,2,2,3,3,healthy,0,1,0,1,0,square,0
279,3,24,0,2,2,1,4,3,3,3,5,5,5,5,3,3,3,3,3,3,4,healthy,0,0,0,0,0,square,0
279,4,24,0,2,2,3,4,3,3,4,3,3,3,8,4,3,4,4,4,4,4,fair,0,1,1,0,0,long,0
279,5,24,0,2,2,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,fair,0,0,1,0,0,round,1
279,6,24,0,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,healthy,0,0,0,0,0,long,1
280,1,21,0,7,1,3,4,3,4,3,4,3,3,6,3,2,4,3,3,2,3,black,0,0,1,0,0,long,1
280,2,21,0,7,1,1,3,3,4,3,5,3,4,2,2,2,2,2,2,3,1,healthy,0,1,0,1,0,square,0
280,3,21,0,7,1,1,3,3,4,3,5,5,5,1,1,1,1,1,1,2,4,healthy,0,0,0,0,0,square,0
280,4,21,0,7,1,1,4,3,3,4,3,2,2,2,2,2,3,4,3,5,1,fair,0,1,1,0,0,long,0
280,5,21,0,7,1,2,3,5,5,2,3,3,4,5,2,3,3,4,3,4,3,fair,0,0,1,0,0,round,1
280,6,21,0,7,1,1,3,4,3,4,3,3,3,2,2,2,2,2,2,2,2,healthy,0,0,0,0,0,long,1
281,7,21,0,7,3,2,2,1,2,2,2,3,3,6,3,3,2,2,3,2,3,healthy,1,1,1,1,1,square,0
281,8,21,0,7,3,3,3,3,3,4,4,3,3,10,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
281,9,21,0,7,3,2,3,3,2,2,3,3,3,7,3,4,3,2,3,3,2,black,1,0,0,1,1,square,1
281,10,21,0,7,3,3,4,4,3,4,4,3,3,8,3,3,4,3,3,4,3,fair,0,0,1,0,0,round,1
281,11,21,0,7,3,2,4,3,2,3,2,2,2,7,3,3,3,2,3,4,2,healthy,0,0,1,0,1,round,1
281,12,21,0,7,3,4,4,4,3,4,4,4,4,9,4,3,4,3,4,4,4,fair,0,0,1,0,0,long,0
282,1,23,0,1,1,2,3,3,3,3,4,3,3,6,3,3,3,3,3,3,3,black,0,0,1,0,0,long,1
282,2,23,0,1,1,1,5,5,3,5,3,4,3,1,2,2,2,2,2,2,2,healthy,0,1,0,1,0,square,0
282,3,23,0,1,1,1,3,4,3,4,4,4,4,5,3,3,3,3,3,3,3,healthy,0,0,0,0,0,square,0
282,4,23,0,1,1,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
282,5,23,0,1,1,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
282,6,23,0,1,1,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
283,7,23,0,3,1,1,3,2,2,4,4,3,3,5,3,3,3,3,3,3,3,healthy,1,1,1,1,1,square,0
283,8,23,0,3,1,3,4,4,4,4,3,4,4,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
283,9,23,0,3,1,2,4,3,4,3,3,3,3,6,3,3,3,3,4,4,3,black,1,0,0,1,1,square,1
283,10,23,0,3,1,3,4,4,3,5,3,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
283,11,23,0,3,1,3,4,4,4,4,4,3,3,7,3,3,3,3,3,4,4,healthy,0,0,1,0,1,round,1
283,12,23,0,3,1,3,5,4,3,3,5,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
284,7,21,0,3,1,2,3,3,3,3,3,4,4,5,3,3,3,2,3,2,3,healthy,1,1,1,1,1,square,0
284,8,21,0,3,1,2,4,5,5,4,4,4,4,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
284,9,21,0,3,1,1,2,3,1,2,2,3,3,6,3,2,3,3,3,3,3,black,1,0,0,1,1,square,1
284,10,21,0,3,1,4,5,5,4,5,5,5,5,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
284,11,21,0,3,1,3,3,5,4,4,3,3,3,7,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
284,12,21,0,3,1,4,5,4,5,5,5,5,5,9,5,5,5,5,5,5,5,fair,0,0,1,0,0,long,0
285,7,24,0,1,5,2,3,3,2,3,3,3,3,5,4,3,3,3,3,2,3,healthy,1,1,1,1,1,square,0
285,8,24,0,1,5,2,4,4,2,4,4,3,3,7,4,4,4,4,4,4,3,healthy,0,0,1,0,0,square,0
285,9,24,0,1,5,2,3,2,3,2,3,3,3,7,4,3,4,3,4,3,3,black,1,0,0,1,1,square,1
285,10,24,0,1,5,2,4,4,2,4,3,3,3,6,4,3,4,4,3,4,2,fair,0,0,1,0,0,round,1
285,11,24,0,1,5,2,4,4,3,4,3,3,3,6,3,3,4,3,4,4,3,healthy,0,0,1,0,1,round,1
285,12,24,0,1,5,2,3,3,2,3,3,3,3,6,4,4,4,4,4,4,2,fair,0,0,1,0,0,long,0
286,1,23,0,3,1,1,2,3,3,2,3,3,3,7,3,3,4,3,3,3,2,black,0,0,1,0,0,long,1
286,2,23,0,3,1,1,4,4,4,3,4,3,4,5,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
286,3,23,0,3,1,2,4,3,4,4,4,4,4,6,3,3,3,3,3,3,3,healthy,0,0,0,0,0,square,0
286,4,23,0,3,1,1,3,3,3,2,3,3,3,6,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
286,5,23,0,3,1,1,3,3,3,2,3,3,3,6,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
286,6,23,0,3,1,1,2,3,3,2,3,3,3,6,3,4,3,3,3,4,3,healthy,0,0,0,0,0,long,1
287,7,23,1,7,1,1,3,2,1,2,2,3,3,3,2,3,3,2,3,2,1,healthy,1,1,1,1,1,square,0
287,8,23,1,7,1,2,3,3,4,4,4,3,4,7,4,4,4,4,4,3,4,healthy,0,0,1,0,0,square,0
287,9,23,1,7,1,1,3,2,3,3,2,2,3,4,3,3,2,2,3,2,1,black,1,0,0,1,1,square,1
